Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Irma Fashion,Pembuatan Pakaian,49,85,3,2008,"['_pengusahadetail(""?pm=i1ozCM9Xub9iZCyvj/9bJg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Irma Fashion"")']"
 Penjahit Ariyani,Pembuatan Pakaian,75,86,3,2008,"['_pengusahadetail(""?pm=nbCSNleetyf3+EFixPJ3pw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjahit Ariyani"")']"
 Catering Melati,Pengolahan Makanan,263,7.500,60,2008,"['_pengusahadetail(""?pm=y/dqHROU3REMNNs0L9x7MA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Catering Melati"")']"
 Penjahit Rossa,Pembuatan Pakaian,313,"52,8",2,2008,"['_pengusahadetail(""?pm=xsT3cBRBcghEb1LqFobjNw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjahit Rossa"")']"
 Saluyu Bordir,Pembuatan Bordir,27,60,4,2008,"['_pengusahadetail(""?pm=ME+OIfg4i1ST3OxiRNjb5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Saluyu Bordir"")']"
 Penjahit UMMAT,Pembuat Pakaian,"511,2","9,8",2,2008,"['_pengusahadetail(""?pm=Ake1GsnTJ1eChR51pT+xmw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjahit UMMAT"")']"
 Penjahit Restu,Penjahit Pakaian/ Konveksi,"162,13","160,48",6,2011,"['_pengusahadetail(""?pm=qzm6tmX6aQ35CPouGEAZ9Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Penjahit Restu"")']"
 CV . SUMBER REJEKI,MEUBEL JEPARA,567,360,9,2011,"['_pengusahadetail(""?pm=X/FZSq2E0P3DEzgyio/wbw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""CV . SUMBER REJEKI"")']"
 USAHA SOFA INDI,KERAJINAN SOFA,92,600,6,2011,"['_pengusahadetail(""?pm=wwctBKNWtjEWnlUj5C5liw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""USAHA SOFA INDI"")']"
 Karya Agung,Bahan Bangunan,"374,6",168,5,2011,"['_pengusahadetail(""?pm=CLS6xmQ4Sozto36+AzyKBg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Karya Agung"")']"
 Tyrex Sandal,Produksi Sandal,"73,5",89,4,2011,"['_pengusahadetail(""?pm=XQ6s5UtBBJ1R2cmvco7a6w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tyrex Sandal"")']"
 Putra,Produksi Tempe,19,296,2,2011,"['_pengusahadetail(""?pm=pOq2OnKdXLDrnNxSlb87+w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Putra"")']"
 PD SM,Produksi Makaroni,990,370,8,2011,"['_pengusahadetail(""?pm=MwzQc2SMFH5A0uIKmTHZrw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PD SM"")']"
 SALON EVA,Salon,21,56,2,2011,"['_pengusahadetail(""?pm=I+TWhHqRgR0NjLv1qlkLvw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""SALON EVA"")']"
 PENGRAJIN KASUR,Kasur,5,48,1,2011,"['_pengusahadetail(""?pm=XGTuWwVQePvSu1LVfgRA5w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PENGRAJIN KASUR"")']"
 Pengolahan,Pengolahan Kayu,116,30,1,2009,"['_pengusahadetail(""?pm=xA3hSS6PIo3Hbs5PAjNXxw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Pengolahan"")']"
 Usaha Kerupuk Jangek Atuak,Kerupuk Jangek,97,"291,6",2,2009,"['_pengusahadetail(""?pm=1tgr7IqNWxPObqoVSjn4ew==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Kerupuk Jangek Atuak"")']"
 Usaha Kerupuk Mandiri,Usaha Kerupuk,"140,7","436,05",9,2009,"['_pengusahadetail(""?pm=LbLXvcSaLcHxQ2nR7jhPYQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Kerupuk Mandiri"")']"
 Rendang Erika,Rendang,290,"127,5",8,2013,"['_pengusahadetail(""?pm=whZD8D44mqYcqcZ0MRHFTA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Rendang Erika"")']"
 Satria Motor,Pembuatan Jok Motor / mobil,"27,5","46,2",5,2008,"['_pengusahadetail(""?pm=iYr1qe5e59oSiQZ5BbXARw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Satria Motor"")']"
 DODOL NANAS KEMUNING,Menjual Dodol Nanas,303,32,12,2012,"['_pengusahadetail(""?pm=IXafh2srdvLT4lpl4sPxqQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""DODOL NANAS KEMUNING"")']"
" Kue ""EKA RASA""",Kue Kering,50,50,3,2011,"['_pengusahadetail(""?pm=W75DCZ4viuDcR+LB/OzcUQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kue ""EKA RASA"""")']"
 Wasiman,Gula Merah,38,26,1,2011,"['_pengusahadetail(""?pm=lLilTDw0OymTOfc1beSKIg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Wasiman"")']"
 TIANG MAS,Pembuatan Tiang Rumah dan Prasasti,"391,5",804,5,2008,"['_pengusahadetail(""?pm=kkXBGLnlWzmy7/zxWfw6hw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""TIANG MAS"")']"
 LIO BATA 1,BATU BATA,114,144,6,2011,"['_pengusahadetail(""?pm=XbdYQ9YnbHG2FRaQf185ig==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""LIO BATA 1"")']"
 LIO BATA 2,GENTENG,113,72,8,2011,"['_pengusahadetail(""?pm=S+uNpjD8hpOFBNLg7cITYg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""LIO BATA 2"")']"
 Pia Kacang,Pia Kacang,37,55,2,2012,"['_pengusahadetail(""?pm=YIfATnJJAZA2MNmmimSCig==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pia Kacang"")']"
 Meubel Petra,Marina Asri,131,525,6,2012,"['_pengusahadetail(""?pm=yt14qVNyFbCOe7j23hIVPg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Meubel Petra"")']"
 Cahaya Transito,"Pabrik Tahu, Tempe",160,1.440,8,2012,"['_pengusahadetail(""?pm=Vns2YjkHZKTNu0GuEPehOQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Cahaya Transito"")']"
 Karya Jepara,Meubel,5.392,1.167,30,2012,"['_pengusahadetail(""?pm=qFYdpqaXlB2/sF/ngO3YCQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Karya Jepara"")']"
 Sido Makario,Mie Basah,897,1.020,4,2012,"['_pengusahadetail(""?pm=iX/wxm0rgZvJthPnV/tezw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Sido Makario"")']"
 Lengkoan Jaya,Meubel,585,540,4,2012,"['_pengusahadetail(""?pm=1y+lvz1l6/dZI6Z9tk7iOA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Lengkoan Jaya"")']"
 B. Dua,Kerajinan Tangan,213,825,6,2012,"['_pengusahadetail(""?pm=wUXk+wOw0KvPG93eoTO6WQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""B. Dua"")']"
 Hasta Indah-mansinam Art,Kerajinan Tangan,23,71,7,2012,"['_pengusahadetail(""?pm=Fsrqfwl8ClcShYohJ2t2UA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Hasta Indah-mansinam Art"")']"
 Depot Air Minum Aqua Jaya,Depot Air Minum,122,204,2,2012,"['_pengusahadetail(""?pm=usfTAGD+4aJ6fJ1eZv0SwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Depot Air Minum Aqua Jaya"")']"
 MARJAN BUEN,JUAL KUBUR JADI,23,42,2,2013,"['_pengusahadetail(""?pm=hIlcc2GKM3V23LMtSLF+Bw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""MARJAN BUEN"")']"
 Cuwo jaya Gypsum,Pembuatan Gypsum,47,125,10,2008,"['_pengusahadetail(""?pm=K+Ye7w+EPEVqidmMLFdutg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cuwo jaya Gypsum"")']"
 Usaha Gypsum,Pembuatan Interior Gypsum,162,405,20,2008,"['_pengusahadetail(""?pm=Hi/sn46yQHiU9yHLbzp0dQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Gypsum"")']"
 Wahyu Jok Motor,Pembuatan Jok,"10,6",79,1,2008,"['_pengusahadetail(""?pm=9h69LMtrPAFR3SMyrTvz/g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wahyu Jok Motor"")']"
 Usaha Tahu Tempe Ahmad,Produksi Tahu Tempe,85,72,3,2011,"['_pengusahadetail(""?pm=dnofoMtBtmIK/CbwZwuoZQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Tahu Tempe Ahmad"")']"
 USAHA BETON SAHRONI RAHMAN,Pengerajin Beton,181,58,2,2012,"['_pengusahadetail(""?pm=vk/iDvBTWIK3Zeqj4L4Rbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA BETON SAHRONI RAHMAN"")']"
 USAHA KAYU PROFILE SURIADI,Kerajinan Kayu Profile,385,70,3,2012,"['_pengusahadetail(""?pm=dyyuZ7V6ds+oyEwDs4/WmA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KAYU PROFILE SURIADI"")']"
 RAHAYU INDUSTRI MAKANAN RINGAN,Makanan Ringan,146,105,30,2012,"['_pengusahadetail(""?pm=iIPHZaKTrs3njKgqOO/WmQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RAHAYU INDUSTRI MAKANAN RINGAN"")']"
" KERUPUK UDANG ""KHAIRA""",Pembuatan Dan Penjualan Kerupuk,80,245,30,2012,"['_pengusahadetail(""?pm=nVnkhOTiw2GOvjHoKmxPag==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KERUPUK UDANG ""KHAIRA"""")']"
 TOKO PUPUK H. ALIMUDIN,Pengecer Pupuk,493,61,2,2012,"['_pengusahadetail(""?pm=1EUE4JFIX1ZHLrT1+lXayg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""TOKO PUPUK H. ALIMUDIN"")']"
 CITRA DEMAJAR,Kerupuk,232,116,18,2012,"['_pengusahadetail(""?pm=WE6LlEVqxaFwwLUKPcRRyA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""CITRA DEMAJAR"")']"
 Iwan Perabot,Pembuatan Furniture,"39,5",100,3,2008,"['_pengusahadetail(""?pm=wuVtdkPFxomZ0yx39r3Hrg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Iwan Perabot"")']"
 Marinda Shoes,Pembuatan Sepatu dan sandal,"123,39","142,5",5,2008,"['_pengusahadetail(""?pm=QwvOvGIcxuiuUeeHZm7gvw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Marinda Shoes"")']"
 Pabrik Keripik Tempe Riang,Industri Keripik Tempe,95,12,1,2012,"['_pengusahadetail(""?pm=nTVti5v23SYVD0wYGb1FaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pabrik Keripik Tempe Riang"")']"
 HARAPAN,KERAJINAN PANDAN,"121,95","113,1",26,2011,"['_pengusahadetail(""?pm=KYiZ8mEqHaHikGfGh5zoUw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""HARAPAN"")']"
 PAK BOO,KERAJINAN KERANG,"120,09",98,4,2011,"['_pengusahadetail(""?pm=gJ5zsqmTN6TMkvH4tQTcoA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PAK BOO"")']"
 PEMBUATAN BOIS ,PEMBUATAN BOIS ,289,204,4,2012,"['_pengusahadetail(""?pm=2bXFSFLzaF6ApbA401aQIw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PEMBUATAN BOIS "")']"
 MEBEL SUWARNO ,PEMBUATAN MEBELAIR,77,300,3,2012,"['_pengusahadetail(""?pm=WRA5OvXcQ2YfvHCcoMEELQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""MEBEL SUWARNO "")']"
 PEMBUATAN TELA CIRARI,PEMBUATAN TELA PRESS,150,864,8,2012,"['_pengusahadetail(""?pm=Y5BeNreju9fjtdyZM2H5WQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PEMBUATAN TELA CIRARI"")']"
 Maju Rahayu,Pembuatan Souvenir,"125,5","55,5",13,2008,"['_pengusahadetail(""?pm=AISiBUy0FidCeMvaB6Ow0w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Maju Rahayu"")']"
" Peyek Kacang dan Kedelai ""Sido Maju""",Pembuatan Peyek kacang dan Kedelai,"118,3",1.179,16,2008,"['_pengusahadetail(""?pm=jaAySeWy6hfwURtVXk1O5g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Peyek Kacang dan Kedelai ""Sido Maju"""")']"
 Bejo Bejan,Pembuatan Kipas Kulit,"125,75","46,5",12,2008,"['_pengusahadetail(""?pm=TUlAQ/o8UKtqsXLdPF/7Qg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bejo Bejan"")']"
 Barjo Craft,"Pembuatan Patung gajah, pot ukiran gajah",151,284,15,2008,"['_pengusahadetail(""?pm=mfBIjhY7+gVHpNzvBIDuCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Barjo Craft"")']"
 Ngadiman Craft,Pembuatan Pot dan Vas,"123,75",72,2,2008,"['_pengusahadetail(""?pm=FBlAA/b7mrWRJ74eAfiCqw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ngadiman Craft"")']"
" Pengrajin kuningan ""Angudi Mulyo""",Pembuatan Kerajinan Kuningan,"149,25",48,5,2008,"['_pengusahadetail(""?pm=5aLdEIEotewnU2HC9sbyAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengrajin kuningan ""Angudi Mulyo"""")']"
 Glenter Keramik,"Pembuatan Kendil, guci, pot","233,5",120,7,2008,"['_pengusahadetail(""?pm=jzZMX9VVsfbiPtfUj9jrXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Glenter Keramik"")']"
 Otak-Otak Lilisdawati,Otak-Otak,0,0,3,2012,"['_pengusahadetail(""?pm=PzGMo86sPLwpAz1sHyzsJg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Otak-Otak Lilisdawati"")']"
 Kerupuk Suroso,Pembuatan Kerupuk,0,0,2,2012,"['_pengusahadetail(""?pm=NCM6c11jwFcS7SqRilUSww==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kerupuk Suroso"")']"
 Es Buah Rumput Laut Ibu Wiwik,Es Rumput Laut,0,0,1,2012,"['_pengusahadetail(""?pm=K/ZUjXftgfaHILL25MYJTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Es Buah Rumput Laut Ibu Wiwik"")']"
 Usaha Gorengan Giatin,Gorengan,0,0,4,2012,"['_pengusahadetail(""?pm=Iqc0tcY2i9tbIKfuHNrlWA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Usaha Gorengan Giatin"")']"
 Kue Pukis Rohyadi,Pukis,0,0,1,2012,"['_pengusahadetail(""?pm=C9NRtFbH+5XP6vnmvdRPbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kue Pukis Rohyadi"")']"
 Otak-Otak Suratun,Otak-Otak,0,0,2,2012,"['_pengusahadetail(""?pm=jEVK/98V0SGx8R90PP8VjA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Otak-Otak Suratun"")']"
 Kerupuk Sariah,Kerupuk,0,0,2,2012,"['_pengusahadetail(""?pm=1SbbYb8OEPKjt2EjlCzBMA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kerupuk Sariah"")']"
 B Joss Juice,Jus Buah,0,0,1,2012,"['_pengusahadetail(""?pm=Sjx91uqyBlob9ezKsdkS7A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""B Joss Juice"")']"
 Keripik Arjon,Keripik Ubi,0,0,4,2012,"['_pengusahadetail(""?pm=FQSWmfvQ2DuDBCDBOzTmaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Keripik Arjon"")']"
 Kedai Kopi Penyengat,Jual Kue,0,0,4,2012,"['_pengusahadetail(""?pm=bfOuYcNpwoeNwLH6t28FAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kedai Kopi Penyengat"")']"
 Otak-Otak Endang,Otak-Otak,0,0,1,2012,"['_pengusahadetail(""?pm=NmZ47Pi4/t6jRRtwzfWiMA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Otak-Otak Endang"")']"
 Lindy,Percetakan,0,0,1,2012,"['_pengusahadetail(""?pm=P0aRnYEtll60MyE8qH2ZrA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Lindy"")']"
 Sumber Rezeki,Kerupuk,0,0,18,2012,"['_pengusahadetail(""?pm=SnXG3bGCTfR4V6wPb6oG0g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Sumber Rezeki"")']"
 Rosnita MT Brownis,Brownies,0,0,2,2012,"['_pengusahadetail(""?pm=AZ5ARE8GV+ma4hkTVOnkfA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Rosnita MT Brownis"")']"
 Taanaman Hias Bu IT,Pembuatan Jok Mobil,"394,5",240,2,2008,"['_pengusahadetail(""?pm=TYyM5cKuLWufoHzgZYtWww==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Taanaman Hias Bu IT"")']"
 Warung Babe,Pembuatan Furniture,"366,65",1.500,10,2008,"['_pengusahadetail(""?pm=qMxW6BZFYN+9j/qrFb8KhQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Babe"")']"
 CV. Arjuna Advertising,Pembuatan Paving Blok ,115,156,7,2008,"['_pengusahadetail(""?pm=xFzAcBq/gTpOHe9VRPnvzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""CV. Arjuna Advertising"")']"
 Karya Prima,Pembuatan kerajinan rotan,296,96,2,2008,"['_pengusahadetail(""?pm=hw0r85qG0LJI/KXN2iK57Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Karya Prima"")']"
 CV. Rita Karya Utama,Pembuatan Terali Besi,291,600,12,2008,"['_pengusahadetail(""?pm=0RmJG0au3iVAs6/kDjVZOg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""CV. Rita Karya Utama"")']"
 Cahaya Dunia Taylor,Pembuatan Pakaian,"311,8",90,3,2008,"['_pengusahadetail(""?pm=F0ZnAT5ORh3OWz/v0FeTYg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cahaya Dunia Taylor"")']"
 PERCETAKAN HIKMAT,Percetakan,"13,5",288,1,2011,"['_pengusahadetail(""?pm=n1ALTiPb6cok8mgPREIzXQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PERCETAKAN HIKMAT"")']"
 PRODUCTION HOUSE IWAN,Production House,"19,5",36,2,2011,"['_pengusahadetail(""?pm=fGcilx1UJPxV5FCIhvFi5Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PRODUCTION HOUSE IWAN"")']"
 Rizal Bata,Industri Bata,"79,4",48,6,2012,"['_pengusahadetail(""?pm=zAu7dzDXQyd4kw8N0/VoUA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Rizal Bata"")']"
 Perusahaan Kerupuk Halimah,KERUPUK,"9,12","18,4",5,2012,"['_pengusahadetail(""?pm=QIeAJBp2jD57mPoYIzEaCg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Perusahaan Kerupuk Halimah"")']"
 PERUSAHAAN KERUPUK INAK MISAH,KERUPUK,"45,65",297,20,2012,"['_pengusahadetail(""?pm=maYMiJK+RBHRd0tSy0Gdtg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PERUSAHAAN KERUPUK INAK MISAH"")']"
 ANEKA CAMILAN ANDINI,KERIPIK,"32,5",270,8,2012,"['_pengusahadetail(""?pm=2PDTxjcFXrTM92/j/39RIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""ANEKA CAMILAN ANDINI"")']"
 ASYQIYA,KERIPIK UBI,61,132,12,2012,"['_pengusahadetail(""?pm=OfZPS2ACybd+7qjgA/gE0w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""ASYQIYA"")']"
 USAHA KERUPUK IKAN TENGIRI,KERIPIK IKAN TENGIRI,"252,8","43,2",2,2012,"['_pengusahadetail(""?pm=9fvtLy+J/XnvgYUz793tgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KERUPUK IKAN TENGIRI"")']"
 USAHA KERUPUK IBU EMI,KERUPUK,"14,66","364,5",2,2012,"['_pengusahadetail(""?pm=lTGS1yC1AFlSKsfH6qqi6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KERUPUK IBU EMI"")']"
 USAHA KERUPUK  IBU SAFAAH,KERUPUK,"40,08",114,2,2012,"['_pengusahadetail(""?pm=HM9d6287t7zpyKKbq9M+uQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KERUPUK  IBU SAFAAH"")']"
 USAHA KERUPUK BERAS IBU HASIDAH,USAHA KERUPUK BERAS IBU HASIDAH,"16,25","16,75",1,2012,"['_pengusahadetail(""?pm=+2fBpJFeUAYp4yrzd9NYTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KERUPUK BERAS IBU HASIDAH"")']"
 ULAN ARTSHOP,TOPENG KAYU,"57,08",279,9,2012,"['_pengusahadetail(""?pm=EwYGvIjLCxfhG2sdnn/EAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""ULAN ARTSHOP"")']"
 USAHA GENTENG PAK SADIRAH,PENGERAJIN GENTENG,"15,84","43,2",5,2012,"['_pengusahadetail(""?pm=wIlTf/ldGTTv2rTqO2dUDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA GENTENG PAK SADIRAH"")']"
 KERUPUK SARI MISNAH,KERUPUK,139,114,15,2012,"['_pengusahadetail(""?pm=W8R+/AMApWIAF5YDgc5ZYQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KERUPUK SARI MISNAH"")']"
 Rempeyek Mbah Hadi,Pembuatan Peyek kacang ,"79,8","1.555,2",19,2008,"['_pengusahadetail(""?pm=G7xLwPyCXlfIQIBzwSe6uA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek Mbah Hadi"")']"
 Rempeyek kacang Mbah Harjo,Pembuatan Peyek kacang,"126,6","1.432,08",16,2008,"['_pengusahadetail(""?pm=B/0inI3t8dDetm0mSnH2Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek kacang Mbah Harjo"")']"
" Rempeyek ""Rahayu""",Pembuatan peyek kacang dan peyek kedele,"80,25","336,96",4,2008,"['_pengusahadetail(""?pm=dyG5vWBTrwYPbl/eFVYUqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek ""Rahayu"""")']"
 Rempeyek Kacang Wahtomo,Pembuatan Peyek Kacang,"121,75","1.263,6",15,2008,"['_pengusahadetail(""?pm=ZuUDp/DdSx/PRIpCGAmP+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek Kacang Wahtomo"")']"
" Rempeyek Kacang ""Mbah Sastro""",Pembuatan Peyek Kacang,"148,72","1.283,04",14,2008,"['_pengusahadetail(""?pm=Ndv4nTGXocT8fBl4rpc/cQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek Kacang ""Mbah Sastro"""")']"
 Industri Tahu,Tahu,146,365,6,2012,"['_pengusahadetail(""?pm=E7R77R6NOhnKW8tsOBk5ZA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Industri Tahu"")']"
 Industri Bata,Bata,122,39,3,2012,"['_pengusahadetail(""?pm=I+mP83wLF9EzG2hFx7PnZQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Industri Bata"")']"
 Industri Genteng,Genteng,120,105,4,2012,"['_pengusahadetail(""?pm=l1qS7I2Al8KGeAqy65FpiA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Industri Genteng"")']"
 Klanting Agus,Industri Klanting,107,"89,1",17,2012,"['_pengusahadetail(""?pm=uqhx5PeXG6n9afRV5A0JMQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Klanting Agus"")']"
 Ahmad Genteng,Industri Genteng,129,"49,5",3,2012,"['_pengusahadetail(""?pm=P5buk1pjw/ryIJD/oouugw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Ahmad Genteng"")']"
 Sentra Keripik Dan Gula,Gula Aren,119,166,2,2012,"['_pengusahadetail(""?pm=CpYEaISvw1xdMGtT8eBS5A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Sentra Keripik Dan Gula"")']"
 Meriyanti Bata,Bata,"65,4","42,3",3,2012,"['_pengusahadetail(""?pm=KibCpxa5ovhq4wfx5olR4Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Meriyanti Bata"")']"
 Bata Warsito,Bata,133,48,6,2012,"['_pengusahadetail(""?pm=wO1NbSrGsVy1w0KgXEItKg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bata Warsito"")']"
 Usaha Batu Bata,Batu Bata,611,"98,4",4,2012,"['_pengusahadetail(""?pm=BatlayF9pJa9dgOB6Spacg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Usaha Batu Bata"")']"
 Usaha Batu Bata,Batu Bata,157,"73,8",3,2012,"['_pengusahadetail(""?pm=MBx88A7hEzxjaaOw33Mhnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Usaha Batu Bata"")']"
 Batu Bata Jumbo,Batu Merah,"558,5",81,3,2012,"['_pengusahadetail(""?pm=u92E0Ol0SkCgj5G8Mj5eOQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Batu Bata Jumbo"")']"
 Batu Bata Jumbo I,Batu Merah,"42,75",81,2,2012,"['_pengusahadetail(""?pm=wNGud2+zQJ6NgidXVGns9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Batu Bata Jumbo I"")']"
 Vanes Aluminium,Aluminium,"62,65",74,1,2014,"['_pengusahadetail(""?pm=JxE6njnssG7ghuQ+Kb/M+Q==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Vanes Aluminium"")']"
 Tempe,Tempe,"389,4","24,67",1,2014,"['_pengusahadetail(""?pm=eoE02+k+h70c/h79pJ8/ow==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Tempe"")']"
 Kue Lina,Penjualan Kue Basah,"20,59",45,1,2014,"['_pengusahadetail(""?pm=eCai5IReggHoSIEEM1H+Uw==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kue Lina"")']"
