Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Bengkel Vespa Abet,Dagang pelumas dan jasa bengkel cuci mobil,"28,8",648,2,2008,"['_pengusahadetail(""?pm=R+Wa2RIf6sA2xK0eu+1yxA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Vespa Abet"")']"
 Bengkel Vespa 21,Dagang pelumas dan jasa bengkel cuci mobil,"39,13",108,1,2008,"['_pengusahadetail(""?pm=i1NEioK4p2Q1fCB2xbdU9g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Vespa 21"")']"
 VC.KOMALASARI,Bengkel Bubut/service,822,"524,8",7,2011,"['_pengusahadetail(""?pm=Z/HHhATpMIzIbPAiBjIwPw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""VC.KOMALASARI"")']"
 WARUNG IBU SUMIATI,Warung,44,360,2,2011,"['_pengusahadetail(""?pm=P9aPc0reZQy11aB198L34w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG IBU SUMIATI"")']"
 Warung Togar,Sembako,"37,5",534,1,2010,"['_pengusahadetail(""?pm=fX+PdZj00zJ+ePhjm2dg2A==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Togar"")']"
 Warkop,Warkop,124,300,2,2010,"['_pengusahadetail(""?pm=NOIwDPykXsOzhyg3ND+vLw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warkop"")']"
 Aneka Kue,Kue,"68,85","56,55",2,2010,"['_pengusahadetail(""?pm=mGa65XWnxTOiA3KUfNjVCg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Aneka Kue"")']"
 Bengkel Sepeda Ari ,Bengkel Dan Sparepart,"10,05","57,5",1,2010,"['_pengusahadetail(""?pm=vg1AMA3mIcjJq+ixC66aRw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Bengkel Sepeda Ari "")']"
 TUBE GORDYN,Gordyn,28,72,2,2011,"['_pengusahadetail(""?pm=oS0vHuG1KOEVnVk2dGM7wA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TUBE GORDYN"")']"
 WAROENG BATIK PEKALONGAN,BATIK PEKALONGAN,70,56,2,2011,"['_pengusahadetail(""?pm=ZbcvGgCtWqTU+hXzFTqTYA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WAROENG BATIK PEKALONGAN"")']"
 Mebel H. Asir,Dagang furniture,"670,3",2.520,4,2008,"['_pengusahadetail(""?pm=f5XaFCGbzuLMwFMx1Lf6ZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mebel H. Asir"")']"
 UD Tholabur Rizki,Dagang furniture,"288,25","820,5",2,2008,"['_pengusahadetail(""?pm=lELDvAYeCh+L9vA7ih0GRw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Tholabur Rizki"")']"
 Toko Pangestu,Dagang kebutuhan harian,2.041,360,2,2008,"['_pengusahadetail(""?pm=Oq4KLo1NgPOmC5nTlFcABQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Pangestu"")']"
 Bangku Merah Interior,Dagang gorden,85,325,8,2008,"['_pengusahadetail(""?pm=ABhzTmKGsib6pucCBNuAFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bangku Merah Interior"")']"
 Toko Layang2 BATMAN,Dagang Layang-layang hias ,"26,96",235,14,2008,"['_pengusahadetail(""?pm=f3Q7EW+iG5J/zeW3d09L/A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Layang2 BATMAN"")']"
 Mandiri Poultry Shop,Pakan Ternak,277,150,5,2009,"['_pengusahadetail(""?pm=9fvSt1gI0xcrzgdC7bOxSQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Mandiri Poultry Shop"")']"
 Toko Kembang Seroja Baru,Dagang Kembang,"113,25",222,7,2008,"['_pengusahadetail(""?pm=JXOwU8tYBaeS5iebDVo6ZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kembang Seroja Baru"")']"
 Toko Hanifah,Dagang Sembako,131,480,2,2008,"['_pengusahadetail(""?pm=tXviAunkY1UUZMwXhRkPCw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Hanifah"")']"
 Tiga Putra,Dagang Kelontong,"203,5",925,1,2008,"['_pengusahadetail(""?pm=0T6n2dyJizTNSrX4EPcZDg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tiga Putra"")']"
 SANDAL TASIK,Sandal Tasikmalaya,85,96,2,2011,"['_pengusahadetail(""?pm=lhja3UnLsr2tGoc5tPhKNA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""SANDAL TASIK"")']"
 Etry Bakery,Makanan Ringan,69,42,2,2011,"['_pengusahadetail(""?pm=7en6l5H9lqGnJ5gopDj85Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Etry Bakery"")']"
 Unay S,Dagang Makanan,68,267,1,2011,"['_pengusahadetail(""?pm=kFwG3TCXlAPHJQd/pb0jrQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Unay S"")']"
 USAHA KERAJINAN SENI PAHAT,Dagang Barang Kerajinan,"748,41","177,5",4,2008,"['_pengusahadetail(""?pm=DCWhDg4/CokCUF0y3olvQA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""USAHA KERAJINAN SENI PAHAT"")']"
 Usaha Hj. Nuraeni ,Dagang Beras,"1.209,5",129,2,2008,"['_pengusahadetail(""?pm=jvSAmCeVa5J9cmp8kuh/Kg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Hj. Nuraeni "")']"
 UD.ANSAR,Dagang Bahan Bangunan,16.063,279,6,2008,"['_pengusahadetail(""?pm=0SLoZq9qIaR5o9BOg8IbbA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD.ANSAR"")']"
 PUSTAKA ILMU,Toko Buku,"107,5",84,1,2011,"['_pengusahadetail(""?pm=+T4MOR4+HtAZaO1gpnXtBg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PUSTAKA ILMU"")']"
" Bengkel Bubut, Las Dan Colter",Bengkel,612,440,3,2012,"['_pengusahadetail(""?pm=uMwzmIxsgEWwiDRkG/T3yA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Bubut, Las Dan Colter"")']"
 Agen Buku Heru,Agen Buku,200,400,0,2012,"['_pengusahadetail(""?pm=ieJEOD+rmGfArYa63OvbNA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Agen Buku Heru"")']"
 JUAL BELI KAMBING,Jual Beli Kambing,160,54,1,2011,"['_pengusahadetail(""?pm=Acz5qMaepA0tXS9YCDq/IQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""JUAL BELI KAMBING"")']"
 BORNEO UTAMA,JUAL SEMBAKO,521,1.030,5,2013,"['_pengusahadetail(""?pm=Se27jc+0vie1Wmb/gRMSwQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""BORNEO UTAMA"")']"
 Kios Kristo,Dagang Sembako,233,124,1,2008,"['_pengusahadetail(""?pm=Axy+4JZ9GHyBEboVQ2FRXg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Kristo"")']"
 Josephesin ,Dagang Pakan Ternak,"159,58",76,1,2008,"['_pengusahadetail(""?pm=MgTsBB691SG8VTMJ2FmKLg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Josephesin "")']"
 Bengkel Mustafa,Bengkel,0,0,1,2012,"['_pengusahadetail(""?pm=pEiEscvwjjI/olz2Si+HiQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Mustafa"")']"
 Pawiro Pojo,Kios BArang Harian,215,42,2,2012,"['_pengusahadetail(""?pm=mEloM3cSZhJeEUxagy7sRQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pawiro Pojo"")']"
 Satukah,Barang Harian,131,32,4,2012,"['_pengusahadetail(""?pm=LNFfzQr3+bn8IkfoAuY8Dg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Satukah"")']"
 Abadi Celular,Dagang Telepon Selular,9,"238,5",2,2008,"['_pengusahadetail(""?pm=sAO24su1YUuy+AdnMfufDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Abadi Celular"")']"
 Gado - Gado Cell,Dagang Voucher Pulsa,"18,5",96,2,2008,"['_pengusahadetail(""?pm=2Cq0+50cOtyfkVVn261//w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gado - Gado Cell"")']"
 SBC Motor,Dagang pelumas dan jasa bengkel cuci mobil,"11,35","181,9",6,2008,"['_pengusahadetail(""?pm=ggsC/EYg+SUkSVgZ9FZYfA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""SBC Motor"")']"
 Kin Elektrik,Dagang Alat - Alat Listrik,"21,6",72,1,2008,"['_pengusahadetail(""?pm=CN9f0ieQ2/2MNrvxHSnGxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kin Elektrik"")']"
 Cafe Takuy,Makanan Ringan,"15,5",102,1,2010,"['_pengusahadetail(""?pm=gz6OBo3bpjT2K5jH+pnRqQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Cafe Takuy"")']"
 SBC Motor,Dagang sparepart dan jasa bengkel,"11,35","181,9",5,2008,"['_pengusahadetail(""?pm=UlpcvzO5DYERln8LS7LaIw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""SBC Motor"")']"
 Dobenk Meteo Motor,Dagang Telepon Selular,"13,82",198,3,2008,"['_pengusahadetail(""?pm=jECjmb5nab5+3a7sRhSaBg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dobenk Meteo Motor"")']"
 CV Galaksi Cipta Mutia Digjaya,Dagang Voucher Pulsa,"292,55",129,3,2008,"['_pengusahadetail(""?pm=icDX/SiH0YPRmLEWsl6eTw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""CV Galaksi Cipta Mutia Digjaya"")']"
 Ottist Printing,Dagang Voucher Pulsa,"8,3",48,2,2008,"['_pengusahadetail(""?pm=pNUV5s7nMQ/ttpd6fEBg4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ottist Printing"")']"
 Kios Bintang Harapan,Jual Kebutuhan Pokok,"7,7",135,2,2011,"['_pengusahadetail(""?pm=t86N1KLNi5uZHyA90SSFFg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Bintang Harapan"")']"
 BENGKEL MARZOAN,Jasa Bengkel,99,98,2,2012,"['_pengusahadetail(""?pm=jwsBKx48V3hO6D4A7dxPCQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL MARZOAN"")']"
 Kiios Kadue,Sembako,208,3.000,1,2013,"['_pengusahadetail(""?pm=LG4ZUx6BSNSvwTLxr8T4Wg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kiios Kadue"")']"
 Kios Risal,Sembako,"86,5","145,8",2,2013,"['_pengusahadetail(""?pm=Z8EMl3HUry7Czt34yE+j1A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Risal"")']"
 Kios Fathir,Sembako,218,"345,6",2,2013,"['_pengusahadetail(""?pm=RmN5YBliWePWBlePIW9FfA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Fathir"")']"
 Al Fitrah,Dagang Perlengkapan muslim,"961,5",1.406,13,2008,"['_pengusahadetail(""?pm=TcLNf1WetNIZIp/aAaosMg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Al Fitrah"")']"
 Toko Rinjani,Dagang Kelontong,398,990,2,2008,"['_pengusahadetail(""?pm=QiEwLrPoXf01peaYEJ08wQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Rinjani"")']"
 Kartina,Dagang Makanan,13,72,1,2008,"['_pengusahadetail(""?pm=5TkuyYVDw7lEmImC56dY4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kartina"")']"
 Warung Soto,Warung Soto,80,111,1,2011,"['_pengusahadetail(""?pm=rV87UNc7sCTuKf2gMTTNqA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Soto"")']"
 Eska Motor,Bengkel,225,66,2,2012,"['_pengusahadetail(""?pm=VnzxzKgUJ8+bOm5A749hzg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Eska Motor"")']"
 Warung Yulia,Warung Sembako,170,31,1,2012,"['_pengusahadetail(""?pm=mZVEv58yLBfGuZWzGjv57g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Yulia"")']"
 Bengkel Theo Motor,Bengkel Motor,126,30,1,2012,"['_pengusahadetail(""?pm=qxkV3eWX7SXD6haF4oHU1Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Theo Motor"")']"
 Bengkel Las MDQ,Bengkel Las,30,11,1,2012,"['_pengusahadetail(""?pm=755TeEb+AvsaBENeUgbuXw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Las MDQ"")']"
 Bengkel Las Madiyo,Bengkel Las,170,18,3,2012,"['_pengusahadetail(""?pm=CUXvnrfgs4+ogY74R1Lyag==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Las Madiyo"")']"
 Bengkel Las Arox Jaya,Bengkel Las,240,25,2,2012,"['_pengusahadetail(""?pm=ZZf49iyZj7bWcRNwDd/6EA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Las Arox Jaya"")']"
 Warung Fredi,Warung Sembako,52,36,1,2012,"['_pengusahadetail(""?pm=aCVRPZ2UkfarhXtYmUyA7A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Fredi"")']"
 Warung Nasi Pagi Ibu Anah,Warung Nasi Uduk,182,10,1,2012,"['_pengusahadetail(""?pm=3BmbJa8iHbhY5z338WO9kg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Nasi Pagi Ibu Anah"")']"
 Warung Mainan Romadhon,Warung Mainan,"33,5",36,1,2012,"['_pengusahadetail(""?pm=z3eV0ks2VgD2QHE4Ywq5Hg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Mainan Romadhon"")']"
 Agen Kakao,Agen Kakao,60,30,0,2012,"['_pengusahadetail(""?pm=Ee3pzL3wdOSKBmZ0Rqko8A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Agen Kakao"")']"
 Toko kaca dan bingkai 3 putra,Dagang kaca & bingkai ,"27,8",193,2,2008,"['_pengusahadetail(""?pm=4lSZCSoif282nQE5PQNR+A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko kaca dan bingkai 3 putra"")']"
 Duta jati,Dagang Furniture Modern dan tradisional,46,120,3,2008,"['_pengusahadetail(""?pm=0yHhCDJBzAWlNaUOrY9f8w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Duta jati"")']"
 Saka Cell,Dagang Voucher Pulsa,"14,5",186,3,2008,"['_pengusahadetail(""?pm=o5fQs3oMLZ3GtJThdnKcMw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Saka Cell"")']"
 MP3 Cell,Dagang Handphone,"321,75",230,2,2008,"['_pengusahadetail(""?pm=uPJnDJajQJLnQVt999eFFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""MP3 Cell"")']"
 Toko Pecah Belah,Dagang Plastik dan Kelengkapan Rumah Tangga,"70,7",240,1,2009,"['_pengusahadetail(""?pm=FZnwD0QN6Skp9MCb21LThA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Pecah Belah"")']"
 Toko Sepatu Ema,Dagang Sepatu dan Tas,"27,5",180,1,2009,"['_pengusahadetail(""?pm=UfYTQBEYkS6r+XZfx7E/nQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Sepatu Ema"")']"
 Toko Karunia,Dagang Sembako,159,735,0,2009,"['_pengusahadetail(""?pm=nyyy30WxPzACzPmXeuUZyQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Karunia"")']"
 Toko Afdalina,Dagang Pakaian,56,126,0,2009,"['_pengusahadetail(""?pm=4wX7QC8CnWDax1AwSrX5Iw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Afdalina"")']"
 Kurnia Tani,Dagang Obat Pertanian,499,990,2,2009,"['_pengusahadetail(""?pm=W59IxcFFTW0U6gZnQQTS4g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kurnia Tani"")']"
 Toko Bismillah,Dagang Sembako,"29,3",372,0,2009,"['_pengusahadetail(""?pm=Kb5K0cG9HcjUjIsq8rS+rQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Bismillah"")']"
 Nabila Cell,Dagang Pulsa,38,465,1,2009,"['_pengusahadetail(""?pm=kbuSgkw7hvhbrk3IPVNrSw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Nabila Cell"")']"
 BENGKEL SIANG MALAM,DOORSMER,"1.287,03",705,11,2011,"['_pengusahadetail(""?pm=KTAUx/XXjOayUqyIsHU2VQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""BENGKEL SIANG MALAM"")']"
 ROSSI,TENDA DAN TERATAK,"305,37",140,2,2011,"['_pengusahadetail(""?pm=hHorRIAPgIn1r0+xFPHaqw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ROSSI"")']"
 ELIZA PONSEL,PONSEL,"110,49","211,7",1,2011,"['_pengusahadetail(""?pm=IeaSLd3NI113fcTAUZKU7Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ELIZA PONSEL"")']"
 TAMIYA ELECTRIC,USAHA MAINAN MOBIL ELEKTRONIK,"121,32",60,1,2011,"['_pengusahadetail(""?pm=OdhqZwLCd+1Qo+zM254yHw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TAMIYA ELECTRIC"")']"
 TASYA PONSEL,PULSA,"37,19","77,28",1,2011,"['_pengusahadetail(""?pm=JFAe2d+1GQk2oOweNnJXNg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TASYA PONSEL"")']"
 KIOS SARBAINI,KELONTONG,"64,93",195,1,2011,"['_pengusahadetail(""?pm=hE9JNSety6S8jp6SmHSN7g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KIOS SARBAINI"")']"
 WARUNG SEMBAKO ,SEMBAKO ,218,444,2,2012,"['_pengusahadetail(""?pm=66TmFxw4m0I2Rr8x95OiLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""WARUNG SEMBAKO "")']"
 Bengkel Motor,Bengkel Motor,"13,2",56,0,2009,"['_pengusahadetail(""?pm=vYZABbb5JfmN2DHFdU7Z1w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Bengkel Motor"")']"
 Toko Nisa,Counter dan Gerabatan,"211,9",144,2,2009,"['_pengusahadetail(""?pm=4yWwOEgWLGk1FX2vvszSjA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Nisa"")']"
 Toko Putri,Kelontongan,"51,7",108,2,2009,"['_pengusahadetail(""?pm=BOJlj1F9jy7ZBqezdSPHRg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Putri"")']"
 Jaya Cell,Counter Pulsa dan Accessories HP,"164,7",88,1,2009,"['_pengusahadetail(""?pm=Vu9LYk/mC8tw1jvrwW7phw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Jaya Cell"")']"
 Konter Arista Cell,Konter Pulsa,"21,2",117,1,2011,"['_pengusahadetail(""?pm=NYaLzM4Lo+JxZvXJXia+Kg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Konter Arista Cell"")']"
 Warung Fuad,Warung Manisan / Kelontongan,21,"27,6",1,2011,"['_pengusahadetail(""?pm=LFxMZILwh/gUAbaOe+hTfw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Fuad"")']"
 Bunda Cell,Konter Pulsa,"18,2",198,1,2011,"['_pengusahadetail(""?pm=AmemmUxbVpepKVdsKEtN1Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bunda Cell"")']"
 Wr. Kelontongan & Gorengan Dasiah,Kelontongan & Gorengan,5,36,1,2011,"['_pengusahadetail(""?pm=ERoRw+bk2pbiZCbcwmootA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Wr. Kelontongan & Gorengan Dasiah"")']"
 Dedi Iswanto Cellurar,Jual Beli Hp,"24,3",44,2,2011,"['_pengusahadetail(""?pm=hlnoCFbqS43S4W3p1jZwZQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Dedi Iswanto Cellurar"")']"
 Warung Pak Sodri,Dagang Kelontongan,"11,5",198,1,2011,"['_pengusahadetail(""?pm=PmrAeHFJX2JRru1zFyaTng==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Pak Sodri"")']"
 Aneka Kue,Dagang Makanan dan Minuman,135,257,4,2008,"['_pengusahadetail(""?pm=xHRC1EaQBlTQ5V4rxJpCtw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aneka Kue"")']"
 Irsa Warung,Perdagangan,58,104,3,2011,"['_pengusahadetail(""?pm=P8Yra9vWecOqIlknBKZoiQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Irsa Warung"")']"
 Warung Asri,Dagang Kelontongan,"25,5",279,1,2011,"['_pengusahadetail(""?pm=ztyHsE4OAqdTMHYYUB6hFw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Asri"")']"
 Warung Dafa Waymengaku,Dagang Kelontongan,"35,5",90,1,2011,"['_pengusahadetail(""?pm=JOb1gG8PF81/WNy6Y3hz+A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Dafa Waymengaku"")']"
 Veronica Cell,Konter Pulsa,16,180,1,2011,"['_pengusahadetail(""?pm=DfNAQQuG99nvgyw1htMtLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Veronica Cell"")']"
 Warung Manisan,Dagang Kelontongan,47,"20,4",1,2011,"['_pengusahadetail(""?pm=S8EsMhPyHBbXwgog9vQM0g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Manisan"")']"
 Warung Kelontongan ,Dagang Kelontongan,6,18,1,2011,"['_pengusahadetail(""?pm=5fPlvR7uBcj06cphcrNqhQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Kelontongan "")']"
 Toko Reza,Dagang Kelontongan,"22,2",156,1,2011,"['_pengusahadetail(""?pm=A8QzuGQGwVVvID0nrGuJSA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Reza"")']"
 Donat Cup,Dagang Alas Kaki,120,"99,84",2,2008,"['_pengusahadetail(""?pm=gMNpxD0f9SCUXr7VKbqWQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Donat Cup"")']"
 UD Tunas Sari,Dagang Makanan dan Minuman,91,240,6,2008,"['_pengusahadetail(""?pm=bmAXGUTv/4gZd8MQ8G99Fw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Tunas Sari"")']"
 Mertasari,Dagang Makanan dan Minuman,18,"211,88",2,2008,"['_pengusahadetail(""?pm=2yVUGz8Soz9+k7oFq2MtbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mertasari"")']"
 Toko Yadnya,Dagang Makanan dan Minuman,20,147,2,2008,"['_pengusahadetail(""?pm=Ytk7t3dBCzBPwCYeKmkfiQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Yadnya"")']"
 Toko Es Komang,Dagang Makanan dan Minuman,17,"76,5",2,2008,"['_pengusahadetail(""?pm=QzYWc8Yi7LBJGu5Wx0L1Mg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Es Komang"")']"
 Dagang buah ibu desak,Dagang Buah-Buahan,"46,46",1.692,1,2008,"['_pengusahadetail(""?pm=sVHLSr8/tJo4GISxjb7Cog==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dagang buah ibu desak"")']"
 Buana Bakery,Dagang Makanan dan Minuman,13,120,6,2008,"['_pengusahadetail(""?pm=wRmwrXQY7dgJ++moxhxeWA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Buana Bakery"")']"
 Warung Bu Agus,Dagang Makanan dan Minuman,"165,6",54,1,2008,"['_pengusahadetail(""?pm=UuTZ4VFwHufbtnBUrB8yRg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Bu Agus"")']"
 Toko Komang,Dagang Sembako,"13,5",93,2,2008,"['_pengusahadetail(""?pm=buSC5KI9mkBXmYXtCl6DBg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Komang"")']"
 Depot Mie dan Bakso Surabaya,Dagang Bakso,"13,5",357,3,2008,"['_pengusahadetail(""?pm=/scHb+clZDzW8Zj5/MKhyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Depot Mie dan Bakso Surabaya"")']"
 Warung Sulastri,Dagang Makanan dan Minuman,9,"214,5",4,2008,"['_pengusahadetail(""?pm=POCusDCcl7on5wqWsQ/Myg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Sulastri"")']"
 Bakso Suryatno,Dagang Bakso,16,222,2,2008,"['_pengusahadetail(""?pm=IOO13t/vqBBzsSVj1ClFcA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakso Suryatno"")']"
 UD Rasna Jaya,Dagang Bahan Bangunan,6.925,2.160,11,2008,"['_pengusahadetail(""?pm=V5zPLTxI4wgJxZUVNussLA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Rasna Jaya"")']"
 Toko Kue Farneta,Dagang Makanan dan Minuman,"25,8",420,2,2008,"['_pengusahadetail(""?pm=eJU0gHPf4EDWxQn9P796Iw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kue Farneta"")']"
 KIOS ADIL CELL,KIOS SEMBAKO,"90,2",330,1,2012,"['_pengusahadetail(""?pm=ynsRpJJG8qWkLWRjxweQIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS ADIL CELL"")']"
 Bahagia,Dagang,0,0,1,2012,"['_pengusahadetail(""?pm=ROheKvab6jdjQ40X2ctv6Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bahagia"")']"
 Makmur Wijaya,Keripik (Ubi/Pisang),0,0,3,2012,"['_pengusahadetail(""?pm=VMSn/YV3cWMFvdViZZjIAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Makmur Wijaya"")']"
 Sanggar Tamaraya,Dagang Tanaman Hias,820,"47,5",13,2008,"['_pengusahadetail(""?pm=GXIOYkoftjyzaeB8Hdch8g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sanggar Tamaraya"")']"
 Toko Alfon,Dagang ATK dan jasa fotokopi,80,"17,25",2,2008,"['_pengusahadetail(""?pm=mNxR+/aLsWj/S+6q1J07Yw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Alfon"")']"
 T-Book,Dagang buku,"25,5",60,1,2008,"['_pengusahadetail(""?pm=4iHnN3GyS/os/oUS+IduCA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""T-Book"")']"
